Wavelength,Transmission
7580.0,0.9778
7581.0,0.977678
7582.0,0.977559
7583.0,0.977443
7584.0,0.977331
7585.0,0.977221
7586.0,0.977113
7587.0,0.977008
7588.0,0.976904
7589.0,0.976801
7590.0,0.9767
7591.0,0.976599
7592.0,0.976499
7593.0,0.976397
7594.0,0.976294
7595.0,0.976189
7596.0,0.976081
7597.0,0.975968
7598.0,0.975851
7599.0,0.975729
7600.0,0.9756
7601.0,0.975464
7602.0,0.975323
7603.0,0.975176
7604.0,0.975026
7605.0,0.974873
7606.0,0.974718
7607.0,0.974562
7608.0,0.974406
7609.0,0.974252
7610.0,0.9741
7611.0,0.973951
7612.0,0.973805
7613.0,0.973662
7614.0,0.973521
7615.0,0.973382
7616.0,0.973244
7617.0,0.973108
7618.0,0.972972
7619.0,0.972836
7620.0,0.9727
7621.0,0.972564
7622.0,0.972428
7623.0,0.972294
7624.0,0.972163
7625.0,0.972036
7626.0,0.971914
7627.0,0.971798
7628.0,0.97169
7629.0,0.97159
7630.0,0.9715
7631.0,0.97142
7632.0,0.971349
7633.0,0.971286
7634.0,0.971228
7635.0,0.971174
7636.0,0.971121
7637.0,0.97107
7638.0,0.971017
7639.0,0.970961
7640.0,0.9709
7641.0,0.970833
7642.0,0.97076
7643.0,0.970681
7644.0,0.970597
7645.0,0.970507
7646.0,0.970414
7647.0,0.970316
7648.0,0.970214
7649.0,0.970108
7650.0,0.97
7651.0,0.969889
7652.0,0.969776
7653.0,0.969662
7654.0,0.969548
7655.0,0.969434
7656.0,0.969322
7657.0,0.969211
7658.0,0.969104
7659.0,0.969
7660.0,0.9689
7661.0,0.968805
7662.0,0.968716
7663.0,0.968632
7664.0,0.968553
7665.0,0.96848
7666.0,0.968413
7667.0,0.968351
7668.0,0.968295
7669.0,0.968244
7670.0,0.9682
7671.0,0.968161
7672.0,0.968128
7673.0,0.9681
7674.0,0.968076
7675.0,0.968057
7676.0,0.96804
7677.0,0.968027
7678.0,0.968016
7679.0,0.968007
7680.0,0.968
7681.0,0.967994
7682.0,0.967988
7683.0,0.967982
7684.0,0.967976
7685.0,0.967968
7686.0,0.96796
7687.0,0.967949
7688.0,0.967936
7689.0,0.96792
7690.0,0.9679
7691.0,0.967877
7692.0,0.96785
7693.0,0.967821
7694.0,0.96779
7695.0,0.967757
7696.0,0.967724
7697.0,0.967691
7698.0,0.967659
7699.0,0.967629
7700.0,0.9676
7701.0,0.967574
7702.0,0.967553
7703.0,0.967537
7704.0,0.967528
7705.0,0.967528
7706.0,0.967537
7707.0,0.967557
7708.0,0.96759
7709.0,0.967637
7710.0,0.9677
7711.0,0.967779
7712.0,0.967871
7713.0,0.967975
7714.0,0.968088
7715.0,0.968207
7716.0,0.96833
7717.0,0.968453
7718.0,0.968574
7719.0,0.968691
7720.0,0.9688
7721.0,0.9689
7722.0,0.968991
7723.0,0.969073
7724.0,0.969149
7725.0,0.969218
7726.0,0.969281
7727.0,0.96934
7728.0,0.969396
7729.0,0.969449
7730.0,0.9695
7731.0,0.96955
7732.0,0.969601
7733.0,0.969654
7734.0,0.969711
7735.0,0.969772
7736.0,0.969839
7737.0,0.969915
7738.0,0.969999
7739.0,0.970093
7740.0,0.9702
7741.0,0.970319
7742.0,0.97045
7743.0,0.970591
7744.0,0.970739
7745.0,0.970894
7746.0,0.971054
7747.0,0.971216
7748.0,0.971379
7749.0,0.971541
7750.0,0.9717
7751.0,0.971855
7752.0,0.972006
7753.0,0.972151
7754.0,0.972291
7755.0,0.972426
7756.0,0.972554
7757.0,0.972676
7758.0,0.972791
7759.0,0.972899
7760.0,0.973
7761.0,0.973093
7762.0,0.973181
7763.0,0.973265
7764.0,0.973346
7765.0,0.973428
7766.0,0.973511
7767.0,0.973598
7768.0,0.973691
7769.0,0.973791
7770.0,0.9739
7771.0,0.97402
7772.0,0.974151
7773.0,0.974292
7774.0,0.974442
7775.0,0.9746
7776.0,0.974767
7777.0,0.974941
7778.0,0.975121
7779.0,0.975308
7780.0,0.9755
7781.0,0.975697
7782.0,0.975897
7783.0,0.9761
7784.0,0.976304
7785.0,0.976509
7786.0,0.976713
7787.0,0.976915
7788.0,0.977114
7789.0,0.97731
7790.0,0.9775
7791.0,0.977684
7792.0,0.977863
7793.0,0.978035
7794.0,0.978202
7795.0,0.978364
7796.0,0.978521
7797.0,0.978672
7798.0,0.978819
7799.0,0.978962
7800.0,0.9791
7801.0,0.979234
7802.0,0.979365
7803.0,0.979494
7804.0,0.979621
7805.0,0.979747
7806.0,0.979874
7807.0,0.980002
7808.0,0.980131
7809.0,0.980264
7810.0,0.9804
7811.0,0.98054
7812.0,0.980685
7813.0,0.980832
7814.0,0.980982
7815.0,0.981134
7816.0,0.981288
7817.0,0.981441
7818.0,0.981595
7819.0,0.981748
7820.0,0.9819
7821.0,0.98205
7822.0,0.982197
7823.0,0.98234
7824.0,0.98248
7825.0,0.982615
7826.0,0.982745
7827.0,0.982869
7828.0,0.982987
7829.0,0.983097
7830.0,0.9832
7831.0,0.983295
7832.0,0.983382
7833.0,0.983464
7834.0,0.983542
7835.0,0.983617
7836.0,0.983691
7837.0,0.983765
7838.0,0.98384
7839.0,0.983918
7840.0,0.984
7841.0,0.984087
7842.0,0.984179
7843.0,0.984273
7844.0,0.98437
7845.0,0.984466
7846.0,0.98456
7847.0,0.984653
7848.0,0.984741
7849.0,0.984824
7850.0,0.9849
7851.0,0.984969
7852.0,0.985031
7853.0,0.985088
7854.0,0.985142
7855.0,0.985195
7856.0,0.985249
7857.0,0.985304
7858.0,0.985363
7859.0,0.985428
7860.0,0.9855
7861.0,0.98558
7862.0,0.985668
7863.0,0.985763
7864.0,0.985862
7865.0,0.985966
7866.0,0.986072
7867.0,0.98618
7868.0,0.986288
7869.0,0.986395
7870.0,0.9865
7871.0,0.986601
7872.0,0.986697
7873.0,0.986785
7874.0,0.986863
7875.0,0.986929
7876.0,0.986981
7877.0,0.987016
7878.0,0.987032
7879.0,0.987028
7880.0,0.987
7881.0,0.986948
7882.0,0.986874
7883.0,0.986782
7884.0,0.986674
7885.0,0.986555
7886.0,0.986427
7887.0,0.986294
7888.0,0.98616
7889.0,0.986027
7890.0,0.9859
7891.0,0.98578
7892.0,0.985669
7893.0,0.985565
7894.0,0.985468
7895.0,0.985377
7896.0,0.985292
7897.0,0.985212
7898.0,0.985138
7899.0,0.985067
7900.0,0.985
7901.0,0.984936
7902.0,0.984875
7903.0,0.984816
7904.0,0.984757
7905.0,0.9847
7906.0,0.984642
7907.0,0.984584
7908.0,0.984525
7909.0,0.984464
7910.0,0.9844
7911.0,0.984333
7912.0,0.984264
7913.0,0.984193
7914.0,0.984121
7915.0,0.984048
7916.0,0.983976
7917.0,0.983904
7918.0,0.983834
7919.0,0.983765
7920.0,0.9837
7921.0,0.983638
7922.0,0.983578
7923.0,0.983521
7924.0,0.983464
7925.0,0.983407
7926.0,0.98335
7927.0,0.983292
7928.0,0.983231
7929.0,0.983167
7930.0,0.9831
7931.0,0.983028
7932.0,0.982951
7933.0,0.982868
7934.0,0.98278
7935.0,0.982685
7936.0,0.982583
7937.0,0.982474
7938.0,0.982358
7939.0,0.982233
7940.0,0.9821
7941.0,0.981958
7942.0,0.981809
7943.0,0.981653
7944.0,0.981493
