#http://jwst.astro.umontreal.ca/?page_id=51

NIRISS Instrument Team Estimated Throughput. Source: Loic Albert.
First order is valid between 0.6 and 3.0 microns.
Second order is valid between 0.6 and 1.4 microns.
Third order is a highly uncertain guess lacking lab test.
---
     wavelength (nm)       T first order      T second order       T third order
               4094.             0.03630            0.005163               0.000
               4095.             0.03626            0.005157               0.000
               4096.             0.03622            0.005152               0.000
               4097.             0.03618            0.005147               0.000
               4098.             0.03614            0.005146               0.000
               4099.             0.03610            0.005140               0.000
               4100.             0.03605            0.005135               0.000
               4101.             0.03600            0.005129               0.000
               4102.             0.03595            0.005123               0.000
               4103.             0.03591            0.005118               0.000
               4104.             0.03586            0.005113               0.000
               4105.             0.03581            0.005107               0.000
               4106.             0.03576            0.005101               0.000
               4107.             0.03572            0.005096               0.000
               4108.             0.03568            0.005095               0.000
               4109.             0.03564            0.005090               0.000
               4110.             0.03560            0.005085               0.000
               4111.             0.03556            0.005084               0.000
               4112.             0.03552            0.005078               0.000
               4113.             0.03548            0.005073               0.000
               4114.             0.03543            0.005067               0.000
               4115.             0.03539            0.005061               0.000
               4116.             0.03534            0.005056               0.000
               4117.             0.03529            0.005050               0.000
               4118.             0.03524            0.005044               0.000
               4119.             0.03519            0.005039               0.000
               4120.             0.03515            0.005039               0.000
               4121.             0.03510            0.005033               0.000
               4122.             0.03506            0.005027               0.000
               4123.             0.03502            0.005022               0.000
               4124.             0.03498            0.005016               0.000
               4125.             0.03494            0.005016               0.000
               4126.             0.03490            0.005010               0.000
               4127.             0.03486            0.005005               0.000
               4128.             0.03482            0.004999               0.000
               4129.             0.03478            0.004998               0.000
               4130.             0.03473            0.004993               0.000
               4131.             0.03469            0.004987               0.000
               4132.             0.03464            0.004982               0.000
               4133.             0.03459            0.004976               0.000
               4134.             0.03454            0.004970               0.000
               4135.             0.03449            0.004965               0.000
               4136.             0.03445            0.004959               0.000
               4137.             0.03441            0.004954               0.000
               4138.             0.03437            0.004953               0.000
               4139.             0.03433            0.004948               0.000
               4140.             0.03429            0.004942               0.000
               4141.             0.03425            0.004936               0.000
               4142.             0.03421            0.004936               0.000
               4143.             0.03417            0.004930               0.000
               4144.             0.03413            0.004925               0.000
               4145.             0.03408            0.004919               0.000
               4146.             0.03404            0.004913               0.000
               4147.             0.03399            0.004908               0.000
               4148.             0.03394            0.004902               0.000
               4149.             0.03389            0.004896               0.000
               4150.             0.03384            0.004896               0.000
               4151.             0.03380            0.004890               0.000
               4152.             0.03376            0.004884               0.000
               4153.             0.03372            0.004879               0.000
               4154.             0.03368            0.004873               0.000
               4155.             0.03364            0.004873               0.000
               4156.             0.03360            0.004867               0.000
               4157.             0.03356            0.004861               0.000
               4158.             0.03351            0.004855               0.000
               4159.             0.03347            0.004855               0.000
               4160.             0.03343            0.004849               0.000
               4161.             0.03339            0.004844               0.000
               4162.             0.03335            0.004843               0.000
               4163.             0.03332            0.004837               0.000
               4164.             0.03328            0.004832               0.000
               4165.             0.03323            0.004826               0.000
               4166.             0.03319            0.004821               0.000
               4167.             0.03313            0.004815               0.000
               4168.             0.03309            0.004809               0.000
               4169.             0.03304            0.004803               0.000
               4170.             0.03300            0.004798               0.000
               4171.             0.03295            0.004797               0.000
               4172.             0.03291            0.004792               0.000
               4173.             0.03287            0.004786               0.000
               4174.             0.03283            0.004780               0.000
               4175.             0.03279            0.004780               0.000
               4176.             0.03275            0.004774               0.000
               4177.             0.03271            0.004768               0.000
               4178.             0.03268            0.004763               0.000
               4179.             0.03264            0.004762               0.000
               4180.             0.03259            0.004756               0.000
               4181.             0.03255            0.004751               0.000
               4182.             0.03252            0.004745               0.000
               4183.             0.03247            0.004745               0.000
               4184.             0.03243            0.004739               0.000
               4185.             0.03239            0.004733               0.000
               4186.             0.03236            0.004727               0.000
               4187.             0.03232            0.004727               0.000
               4188.             0.03228            0.004721               0.000
               4189.             0.03223            0.004715               0.000
               4190.             0.03219            0.004709               0.000
               4191.             0.03215            0.004704               0.000
               4192.             0.03210            0.004698               0.000
               4193.             0.03205            0.004692               0.000
               4194.             0.03200            0.004686               0.000
               4195.             0.03195            0.004686               0.000
               4196.             0.03191            0.004680               0.000
               4197.             0.03187            0.004674               0.000
               4198.             0.03183            0.004668               0.000
               4199.             0.03179            0.004668               0.000
               4200.             0.03175            0.004662               0.000
               4201.             0.03171            0.004656               0.000
               4202.             0.03167            0.004650               0.000
               4203.             0.03163            0.004649               0.000
               4204.             0.03159            0.004644               0.000
               4205.             0.03155            0.004637               0.000
               4206.             0.03151            0.004632               0.000
               4207.             0.03147            0.004631               0.000
               4208.             0.03143            0.004625               0.000
               4209.             0.03139            0.004619               0.000
               4210.             0.03135            0.004613               0.000
               4211.             0.03130            0.004612               0.000
               4212.             0.03126            0.004607               0.000
               4213.             0.03122            0.004601               0.000
               4214.             0.03118            0.004595               0.000
               4215.             0.03115            0.004594               0.000
               4216.             0.03111            0.004589               0.000
               4217.             0.03107            0.004583               0.000
               4218.             0.03103            0.004577               0.000
               4219.             0.03099            0.004577               0.000
               4220.             0.03095            0.004571               0.000
               4221.             0.03090            0.004565               0.000
               4222.             0.03087            0.004559               0.000
               4223.             0.03083            0.004558               0.000
               4224.             0.03079            0.004552               0.000
               4225.             0.03075            0.004546               0.000
               4226.             0.03070            0.004540               0.000
               4227.             0.03065            0.004534               0.000
               4228.             0.03060            0.004529               0.000
               4229.             0.03055            0.004522               0.000
               4230.             0.03051            0.004517               0.000
               4231.             0.03047            0.004516               0.000
               4232.             0.03043            0.004510               0.000
               4233.             0.03039            0.004504               0.000
               4234.             0.03035            0.004498               0.000
               4235.             0.03031            0.004497               0.000
               4236.             0.03027            0.004492               0.000
               4237.             0.03023            0.004486               0.000
               4238.             0.03019            0.004480               0.000
               4239.             0.03015            0.004479               0.000
               4240.             0.03011            0.004473               0.000
               4241.             0.03007            0.004467               0.000
               4242.             0.03003            0.004466               0.000
               4243.             0.02999            0.004460               0.000
               4244.             0.02995            0.004454               0.000
               4245.             0.02991            0.004448               0.000
               4246.             0.02987            0.004443               0.000
               4247.             0.02981            0.004436               0.000
               4248.             0.02977            0.004431               0.000
               4249.             0.02972            0.004430               0.000
               4250.             0.02967            0.004424               0.000
               4251.             0.02963            0.004418               0.000
               4252.             0.02959            0.004412               0.000
               4253.             0.02955            0.004406               0.000
               4254.             0.02951            0.004405               0.000
               4255.             0.02948            0.004399               0.000
               4256.             0.02943            0.004393               0.000
               4257.             0.02940            0.004387               0.000
               4258.             0.02936            0.004386               0.000
               4259.             0.02932            0.004380               0.000
               4260.             0.02927            0.004374               0.000
               4261.             0.02923            0.004368               0.000
               4262.             0.02919            0.004362               0.000
               4263.             0.02914            0.004356               0.000
               4264.             0.02909            0.004351               0.000
               4265.             0.02905            0.004349               0.000
               4266.             0.02901            0.004344               0.000
               4267.             0.02897            0.004338               0.000
               4268.             0.02893            0.004332               0.000
               4269.             0.02889            0.004331               0.000
               4270.             0.02885            0.004325               0.000
               4271.             0.02881            0.004320               0.000
               4272.             0.02878            0.004314               0.000
               4273.             0.02874            0.004313               0.000
               4274.             0.02870            0.004307               0.000
               4275.             0.02866            0.004301               0.000
               4276.             0.02862            0.004296               0.000
               4277.             0.02857            0.004290               0.000
               4278.             0.02853            0.004284               0.000
               4279.             0.02848            0.004278               0.000
               4280.             0.02844            0.004278               0.000
               4281.             0.02840            0.004271               0.000
               4282.             0.02836            0.004266               0.000
               4283.             0.02832            0.004260               0.000
               4284.             0.02829            0.004259               0.000
               4285.             0.02825            0.004254               0.000
               4286.             0.02820            0.004248               0.000
               4287.             0.02816            0.004242               0.000
               4288.             0.02811            0.004236               0.000
               4289.             0.02807            0.004230               0.000
               4290.             0.02803            0.004225               0.000
               4291.             0.02799            0.004224               0.000
               4292.             0.02795            0.004218               0.000
               4293.             0.02792            0.004212               0.000
               4294.             0.02788            0.004207               0.000
               4295.             0.02784            0.004206               0.000
               4296.             0.02780            0.004200               0.000
               4297.             0.02775            0.004195               0.000
               4298.             0.02771            0.004189               0.000
               4299.             0.02767            0.004183               0.000
               4300.             0.02762            0.004177               0.000
               4301.             0.02759            0.004172               0.000
               4302.             0.02755            0.004171               0.000
               4303.             0.02751            0.004165               0.000
               4304.             0.02748            0.004160               0.000
               4305.             0.02744            0.004154               0.000
               4306.             0.02740            0.004153               0.000
               4307.             0.02735            0.004147               0.000
               4308.             0.02731            0.004142               0.000
               4309.             0.02727            0.004136               0.000
               4310.             0.02723            0.004130               0.000
               4311.             0.02719            0.004125               0.000
               4312.             0.02715            0.004119               0.000
               4313.             0.02712            0.004119               0.000
               4314.             0.02708            0.004113               0.000
               4315.             0.02704            0.004107               0.000
               4316.             0.02700            0.004102               0.000
               4317.             0.02696            0.004096               0.000
               4318.             0.02692            0.004095               0.000
               4319.             0.02687            0.004090               0.000
               4320.             0.02683            0.004084               0.000
               4321.             0.02679            0.004079               0.000
               4322.             0.02676            0.004073               0.000
               4323.             0.02673            0.004072               0.000
               4324.             0.02669            0.004067               0.000
               4325.             0.02666            0.004062               0.000
               4326.             0.02662            0.004056               0.000
               4327.             0.02659            0.004056               0.000
               4328.             0.02655            0.004050               0.000
               4329.             0.02652            0.004044               0.000
               4330.             0.02649            0.004044               0.000
               4331.             0.02644            0.004038               0.000
               4332.             0.02640            0.004033               0.000
               4333.             0.02636            0.004028               0.000
               4334.             0.02632            0.004022               0.000
               4335.             0.02628            0.004016               0.000
               4336.             0.02624            0.004011               0.000
               4337.             0.02621            0.004011               0.000
               4338.             0.02618            0.004005               0.000
               4339.             0.02614            0.004000               0.000
               4340.             0.02611            0.003994               0.000
               4341.             0.02607            0.003993               0.000
               4342.             0.02603            0.003988               0.000
               4343.             0.02599            0.003983               0.000
               4344.             0.02595            0.003977               0.000
               4345.             0.02591            0.003972               0.000
               4346.             0.02587            0.003966               0.000
               4347.             0.02584            0.003961               0.000
               4348.             0.02580            0.003961               0.000
               4349.             0.02577            0.003955               0.000
               4350.             0.02574            0.003949               0.000
               4351.             0.02570            0.003949               0.000
               4352.             0.02567            0.003944               0.000
               4353.             0.02564            0.003938               0.000
               4354.             0.02560            0.003938               0.000
               4355.             0.02557            0.003932               0.000
               4356.             0.02553            0.003927               0.000
               4357.             0.02548            0.003921               0.000
               4358.             0.02545            0.003916               0.000
               4359.             0.02540            0.003910               0.000
               4360.             0.02537            0.003905               0.000
               4361.             0.02534            0.003905               0.000
               4362.             0.02530            0.003900               0.000
               4363.             0.02527            0.003894               0.000
               4364.             0.02524            0.003889               0.000
               4365.             0.02521            0.003888               0.000
               4366.             0.02516            0.003883               0.000
               4367.             0.02513            0.003878               0.000
               4368.             0.02509            0.003873               0.000
               4369.             0.02505            0.003867               0.000
               4370.             0.02501            0.003862               0.000
               4371.             0.02498            0.003861               0.000
               4372.             0.02495            0.003856               0.000
               4373.             0.02491            0.003851               0.000
               4374.             0.02488            0.003845               0.000
               4375.             0.02485            0.003845               0.000
               4376.             0.02482            0.003840               0.000
               4377.             0.02479            0.003835               0.000
               4378.             0.02476            0.003834               0.000
               4379.             0.02472            0.003829               0.000
               4380.             0.02468            0.003823               0.000
               4381.             0.02465            0.003818               0.000
               4382.             0.02461            0.003813               0.000
               4383.             0.02458            0.003808               0.000
               4384.             0.02454            0.003807               0.000
               4385.             0.02450            0.003802               0.000
               4386.             0.02447            0.003797               0.000
               4387.             0.02443            0.003792               0.000
               4388.             0.02440            0.003792               0.000
               4389.             0.02437            0.003786               0.000
               4390.             0.02434            0.003781               0.000
               4391.             0.02431            0.003776               0.000
               4392.             0.02428            0.003776               0.000
               4393.             0.02425            0.003770               0.000
               4394.             0.02422            0.003765               0.000
               4395.             0.02418            0.003765               0.000
               4396.             0.02415            0.003760               0.000
               4397.             0.02411            0.003755               0.000
               4398.             0.02407            0.003749               0.000
               4399.             0.02404            0.003744               0.000
               4400.             0.02400            0.003739               0.000
               4401.             0.02397            0.003734               0.000
               4402.             0.02394            0.003733               0.000
               4403.             0.02391            0.003728               0.000
               4404.             0.02387            0.003723               0.000
               4405.             0.02385            0.003723               0.000
               4406.             0.02381            0.003718               0.000
               4407.             0.02378            0.003712               0.000
               4408.             0.02375            0.003712               0.000
               4409.             0.02372            0.003707               0.000
               4410.             0.02369            0.003702               0.000
               4411.             0.02365            0.003697               0.000
               4412.             0.02361            0.003691               0.000
               4413.             0.02358            0.003691               0.000
               4414.             0.02354            0.003686               0.000
               4415.             0.02350            0.003680               0.000
               4416.             0.02347            0.003676               0.000
               4417.             0.02344            0.003670               0.000
               4418.             0.02341            0.003670               0.000
               4419.             0.02338            0.003665               0.000
               4420.             0.02335            0.003660               0.000
               4421.             0.02332            0.003659               0.000
               4422.             0.02329            0.003654               0.000
               4423.             0.02326            0.003649               0.000
               4424.             0.02323            0.003649               0.000
               4425.             0.02320            0.003644               0.000
               4426.             0.02317            0.003638               0.000
               4427.             0.02313            0.003633               0.000
               4428.             0.02309            0.003628               0.000
               4429.             0.02306            0.003623               0.000
               4430.             0.02302            0.003618               0.000
               4431.             0.02299            0.003617               0.000
               4432.             0.02296            0.003612               0.000
               4433.             0.02293            0.003607               0.000
               4434.             0.02290            0.003607               0.000
               4435.             0.02287            0.003602               0.000
               4436.             0.02284            0.003596               0.000
               4437.             0.02281            0.003596               0.000
               4438.             0.02278            0.003591               0.000
               4439.             0.02274            0.003586               0.000
               4440.             0.02272            0.003581               0.000
               4441.             0.02269            0.003580               0.000
               4442.             0.02265            0.003575               0.000
               4443.             0.02263            0.003570               0.000
               4444.             0.02260            0.003570               0.000
               4445.             0.02257            0.003565               0.000
               4446.             0.02253            0.003559               0.000
               4447.             0.02250            0.003554               0.000
               4448.             0.02246            0.003549               0.000
               4449.             0.02242            0.003544               0.000
               4450.             0.02239            0.003544               0.000
               4451.             0.02236            0.003539               0.000
               4452.             0.02233            0.003533               0.000
               4453.             0.02230            0.003533               0.000
               4454.             0.02227            0.003528               0.000
               4455.             0.02224            0.003523               0.000
               4456.             0.02221            0.003518               0.000
               4457.             0.02219            0.003518               0.000
               4458.             0.02216            0.003513               0.000
               4459.             0.02212            0.003507               0.000
               4460.             0.02209            0.003507               0.000
               4461.             0.02206            0.003502               0.000
               4462.             0.02203            0.003497               0.000
               4463.             0.02199            0.003492               0.000
               4464.             0.02195            0.003487               0.000
               4465.             0.02192            0.003482               0.000
               4466.             0.02189            0.003482               0.000
               4467.             0.02186            0.003476               0.000
               4468.             0.02183            0.003471               0.000
               4469.             0.02181            0.003471               0.000
               4470.             0.02177            0.003466               0.000
               4471.             0.02175            0.003461               0.000
               4472.             0.02172            0.003461               0.000
               4473.             0.02169            0.003456               0.000
               4474.             0.02166            0.003450               0.000
               4475.             0.02163            0.003445               0.000
               4476.             0.02160            0.003445               0.000
               4477.             0.02157            0.003440               0.000
               4478.             0.02153            0.003435               0.000
               4479.             0.02149            0.003430               0.000
               4480.             0.02146            0.003425               0.000
               4481.             0.02143            0.003425               0.000
               4482.             0.02140            0.003420               0.000
               4483.             0.02138            0.003414               0.000
               4484.             0.02135            0.003409               0.000
               4485.             0.02132            0.003409               0.000
               4486.             0.02129            0.003404               0.000
               4487.             0.02126            0.003399               0.000
               4488.             0.02123            0.003399               0.000
               4489.             0.02120            0.003394               0.000
               4490.             0.02118            0.003389               0.000
               4491.             0.02115            0.003389               0.000
               4492.             0.02112            0.003384               0.000
               4493.             0.02109            0.003379               0.000
               4494.             0.02106            0.003378               0.000
               4495.             0.02103            0.003373               0.000
               4496.             0.02100            0.003368               0.000
               4497.             0.02097            0.003363               0.000
               4498.             0.02093            0.003358               0.000
               4499.             0.02090            0.003358               0.000
               4500.             0.02087            0.003353               0.000
               4501.             0.02084            0.003348               0.000
               4502.             0.02081            0.003343               0.000
               4503.             0.02078            0.003343               0.000
               4504.             0.02076            0.003338               0.000
               4505.             0.02073            0.003333               0.000
               4506.             0.02070            0.003333               0.000
               4507.             0.02067            0.003328               0.000
               4508.             0.02065            0.003323               0.000
               4509.             0.02062            0.003323               0.000
               4510.             0.02059            0.003318               0.000
               4511.             0.02056            0.003313               0.000
               4512.             0.02053            0.003308               0.000
               4513.             0.02049            0.003303               0.000
               4514.             0.02046            0.003298               0.000
               4515.             0.02043            0.003297               0.000
               4516.             0.02040            0.003292               0.000
               4517.             0.02037            0.003287               0.000
               4518.             0.02034            0.003287               0.000
               4519.             0.02031            0.003282               0.000
               4520.             0.02029            0.003277               0.000
               4521.             0.02026            0.003277               0.000
               4522.             0.02023            0.003272               0.000
               4523.             0.02021            0.003268               0.000
               4524.             0.02018            0.003267               0.000
               4525.             0.02016            0.003262               0.000
               4526.             0.02012            0.003257               0.000
               4527.             0.02009            0.003252               0.000
               4528.             0.02006            0.003247               0.000
               4529.             0.02003            0.003242               0.000
               4530.             0.02000            0.003243               0.000
               4531.             0.01997            0.003238               0.000
               4532.             0.01994            0.003233               0.000
               4533.             0.01991            0.003233               0.000
               4534.             0.01989            0.003227               0.000
               4535.             0.01986            0.003222               0.000
               4536.             0.01983            0.003223               0.000
               4537.             0.01981            0.003218               0.000
               4538.             0.01978            0.003213               0.000
               4539.             0.01975            0.003212               0.000
               4540.             0.01973            0.003207               0.000
               4541.             0.01970            0.003203               0.000
               4542.             0.01967            0.003203               0.000
               4543.             0.01965            0.003198               0.000
               4544.             0.01962            0.003193               0.000
               4545.             0.01959            0.003188               0.000
               4546.             0.01956            0.003188               0.000
               4547.             0.01953            0.003183               0.000
               4548.             0.01950            0.003178               0.000
               4549.             0.01947            0.003173               0.000
               4550.             0.01943            0.003168               0.000
               4551.             0.01941            0.003168               0.000
               4552.             0.01938            0.003163               0.000
               4553.             0.01936            0.003158               0.000
               4554.             0.01933            0.003158               0.000
               4555.             0.01931            0.003154               0.000
               4556.             0.01928            0.003149               0.000
               4557.             0.01925            0.003148               0.000
               4558.             0.01923            0.003143               0.000
               4559.             0.01921            0.003139               0.000
               4560.             0.01918            0.003139               0.000
               4561.             0.01915            0.003134               0.000
               4562.             0.01912            0.003129               0.000
               4563.             0.01908            0.003124               0.000
               4564.             0.01905            0.003119               0.000
               4565.             0.01902            0.003114               0.000
               4566.             0.01899            0.003114               0.000
               4567.             0.01897            0.003110               0.000
               4568.             0.01895            0.003105               0.000
               4569.             0.01892            0.003105               0.000
               4570.             0.01890            0.003100               0.000
               4571.             0.01887            0.003095               0.000
               4572.             0.01884            0.003095               0.000
               4573.             0.01882            0.003090               0.000
               4574.             0.01879            0.003085               0.000
               4575.             0.01877            0.003085               0.000
               4576.             0.01874            0.003080               0.000
               4577.             0.01871            0.003075               0.000
               4578.             0.01868            0.003071               0.000
               4579.             0.01865            0.003066               0.000
               4580.             0.01862            0.003066               0.000
               4581.             0.01859            0.003061               0.000
               4582.             0.01857            0.003056               0.000
               4583.             0.01854            0.003056               0.000
               4584.             0.01852            0.003051               0.000
               4585.             0.01849            0.003047               0.000
               4586.             0.01846            0.003047               0.000
               4587.             0.01844            0.003042               0.000
               4588.             0.01842            0.003037               0.000
               4589.             0.01839            0.003037               0.000
               4590.             0.01836            0.003032               0.000
               4591.             0.01834            0.003027               0.000
               4592.             0.01831            0.003028               0.000
               4593.             0.01829            0.003023               0.000
               4594.             0.01827            0.003018               0.000
               4595.             0.01824            0.003018               0.000
               4596.             0.01821            0.003013               0.000
               4597.             0.01818            0.003008               0.000
               4598.             0.01815            0.003003               0.000
               4599.             0.01812            0.002998               0.000
               4600.             0.01809            0.002999               0.000
               4601.             0.01807            0.002994               0.000
               4602.             0.01804            0.002989               0.000
               4603.             0.01802            0.002989               0.000
               4604.             0.01799            0.002984               0.000
               4605.             0.01797            0.002979               0.000
               4606.             0.01795            0.002979               0.000
               4607.             0.01792            0.002975               0.000
               4608.             0.01789            0.002970               0.000
               4609.             0.01787            0.002970               0.000
               4610.             0.01784            0.002965               0.000
               4611.             0.01782            0.002960               0.000
               4612.             0.01779            0.002955               0.000
               4613.             0.01776            0.002956               0.000
               4614.             0.01773            0.002951               0.000
               4615.             0.01770            0.002946               0.000
               4616.             0.01768            0.002941               0.000
               4617.             0.01765            0.002941               0.000
               4618.             0.01763            0.002936               0.000
               4619.             0.01761            0.002932               0.000
               4620.             0.01758            0.002932               0.000
               4621.             0.01755            0.002927               0.000
               4622.             0.01753            0.002922               0.000
               4623.             0.01750            0.002922               0.000
               4624.             0.01748            0.002917               0.000
               4625.             0.01746            0.002913               0.000
               4626.             0.01743            0.002913               0.000
               4627.             0.01741            0.002908               0.000
               4628.             0.01738            0.002903               0.000
               4629.             0.01736            0.002903               0.000
               4630.             0.01734            0.002898               0.000
               4631.             0.01731            0.002894               0.000
               4632.             0.01728            0.002889               0.000
               4633.             0.01725            0.002889               0.000
               4634.             0.01722            0.002884               0.000
               4635.             0.01720            0.002879               0.000
               4636.             0.01717            0.002874               0.000
               4637.             0.01714            0.002875               0.000
               4638.             0.01712            0.002870               0.000
               4639.             0.01709            0.002865               0.000
               4640.             0.01707            0.002865               0.000
               4641.             0.01705            0.002860               0.000
               4642.             0.01703            0.002856               0.000
               4643.             0.01700            0.002856               0.000
               4644.             0.01698            0.002851               0.000
               4645.             0.01695            0.002846               0.000
               4646.             0.01693            0.002846               0.000
               4647.             0.01690            0.002841               0.000
               4648.             0.01687            0.002837               0.000
               4649.             0.01684            0.002832               0.000
